Word,Pronunciation
the,ði
the,ðiː
the,ðɪ
to,toʊ
to,tu
of,ə
of,əv
of,ʌv
a,eɪ
a,eɪ̯
a,æ
a,ɑː
a,ə
in,ən
in,ɪn
i,aɪ
i,ɪ
is,ɪz
for,fɔɹ
for,fə
for,fɚ
that,ðæt
it,ət
it,ɪt
with,wɪð
with,wɪθ
this,ðəs
this,ðɪs
was,wɑz
was,wəz
was,wʌz
be,bi
as,æs
as,æz
are,ɑɹ
are,ɚ
are,ɛəɹ
are,ɛɹ
have,hæf
have,hæv
he,heɪ
he,hi
not,nɑt
not,nɒt
by,baɪ
but,bʌt
from,fɹʌm
or,ɔɹ
or,ɚ
we,wi
we,wiː
we,wə
an,æn
an,ən
an',n̩
an',æn
an',ən
your,jɔɹ
your,jɚ
your,jɝ
your,jʊɚ
all,ɔl
so,soʊ
his,hɪz
his,ɪ̈z
they,ðeɪ
me,mi
if,ɪf
one,wʌn
can,kæn
can,kən
can,kɛn
will,wɪl
just,d͡ʒʌst
like,laɪ̯k
about,əbaʊt
up,ʌp
out,aʊt
what,wɑt
what,wʌt
what,ʍʌt
when,wɛn
when,wɪn
when,ʍɛn
when,ʍɪn
more,mɔɹ
more,mɔːreɪ
do,doʊ
do,du
were,wɚ
were,wɝ
who,hu
it's,ɪts
their,ðɚ
their,ðɛɚ
her,hɜɹ
her,ɜɹ
which,wɪt͡ʃ
time,taɪm
get,ɡɛt
get,ɡɪt
been,biːn
been,bɛn
been,bɪn
would,wəd
would,wʊd
would,əd
she,ʃi
new,nju
people,pipl̩
people,pipəl
how,haʊ
don't,doʊnt
some,sʌm
also,ɑlsoʊ
also,ɔlsoʊ
them,ðʌm
now,naʊ
other,ʌðɚ
i'm,aɪm
its,ɪts
our,aʊɚ
our,æɔə
our,ɐː
our,ɑɹ
good,ɡʊd
only,oʊnli
after,æftɚ
first,fɝst
him,hɪm
him,əm
into,ɪntu
know,noʊ
see,si
two,tu
make,meɪk
over,oʊvɚ
think,θɪŋk
any,ɛni
any,ɪni
then,ðɛn
back,bæk
these,ðiz
these,ðiːz
us,juːɛs
us,əs
us,əz
want,wɑnt
want,wɒnt
want,wɔnt
want,wʌnt
because,bikɔz
because,bikʌz
because,bəkʌz
because,bɪkəz
go,ɡoʊ
well,wɛl
said,saɪd
way,weɪ
most,moʊst
much,mʌt͡ʃ
very,vɛɹi
where,wɛɚ
where,ʍɛɚ
even,ivn̩
even,ivən
even,əvɛn
may,meɪ
here,hɪɚ̯
here,hɪɹ
need,nid
really,ɹili
really,ɹiəli
really,ɹɪli
did,dɪd
right,ɹaɪt
work,wøːk
work,wɜɪ̯k
work,wɜːk
work,wɜːɹk
work,wɝk
work,wɵːk
year,jɪɹ
years,jɪɹz
being,biŋ
being,biɪŋ
day,deɪ
day,deɪ̯
too,tu
going,ɡoʊɪŋ
going,ɡɔɪŋ
before,bifɔɹ
before,bəfɔɹ
off,ɔf
why,waɪ
why,ʍaɪ
made,meɪd
still,stɪl
take,teɪk
got,ɡɑt
many,mɛni
many,mɪni
never,nɛvɚ
those,ðoʊz
life,laɪf
say,seɪ
world,wɝld
down,daʊn
down,dæʊn
great,ɡɹeɪt
through,θɹu
through,θɹuː
through,θɹʌf
's,əz
's,ɪz
last,læst
s,s
s,z
s,ɛs
s,ʒ
that's,ðæts
while,waɪl
while,ʍaɪl
best,bɛst
such,sʌt͡ʃ
love,lʊv
love,lʌv
man,mæn
home,hoʊm
long,lɒŋ
long,lɔŋ
long,lʊŋ
look,lʊk
something,sʌmθɪŋ
use,jus
use,juz
same,seɪm
both,boʊθ
every,ɛvəɹi
come,kʌm
part,pɑɹt
state,steɪt
three,θɹiː
around,əɹaʊnd
between,bətwin
between,bɪtwin
always,ɑlweɪz
always,ɔlweɪz
always,ɔlwiz
always,ɔlwəz
find,faɪnd
help,hɛlp
high,haɪ
little,lɪtəl
old,oʊld
since,sɪns
another,ænʌðɚ
another,ənʌðɚ
does,doʊz
own,oʊn
things,θɪŋz
under,ʌndɚ
during,djʊɚɪŋ
during,dɝɪŋ
game,ɡeɪm
i've,aɪv
thing,θɪŋ
give,ɡɪv
house,haʊs
house,haʊz
place,pleɪs
school,skuːl
again,əɡeɪn
again,əɡɛn
next,nɛkst
each,it͡ʃ
without,wɪðaʊt
without,wɪθaʊt
against,əɡɛnst
didn't,dɪdənt
end,ɛnd
found,faʊnd
show,ʃoʊ
big,bɪɡ
feel,fiːl
sure,ʃɔɹ
sure,ʃɝ
sure,ʃʊɹ
team,tiːm
ever,ɛvɚ
family,fæməli
family,fæmɪli
keep,kiːp
might,maɪt
please,pliz
put,pʊt
put,pʌt
money,mʌni
free,fɹiː
second,səkɑnd
second,sɛkənd
second,sɛkənt
someone,sʌmwʌn
away,əweɪ
left,lɛft
number,nʌmbɚ
number,nʌmɚ
city,sɪti
days,deɪz
lot,lɑt
name,neɪm
night,naɪt
play,pleɪ
until,əntɪl
until,ʌntɪl
company,kʌmpəni
doing,duːɪŋ
doing,dɔɪŋ
few,fju
he's,hiːz
let,lɛt
real,ɹeɪɑl
real,ɹiɯ
real,ɹiːl
real,ɹiːəl
real,ɹɪə̯l
called,kɔːld
different,dɪfəɹənt
different,dɪfɹənt
having,hævɪŋ
set,sɛt
thought,θɔt
done,dəʊn
done,dʌn
however,haʊɛvɚ
getting,ɡɛtɪŋ
god,ɡɑd
government,ɡʌvɚnmənt
group,ɡɹuːp
looking,lʊkɪŋ
public,pʌblɪk
top,tɑp
women,wɪmən
women,wɪmɪn
women,wʊmən
business,bɪznɪs
business,bɪznɪz
care,kɛəɹ
start,stɑɹt
system,sɪstəm
times,taɪmz
week,wik
week,wiːk
already,ɔlɹɛdi
anything,ɛniθɪŋ
case,keɪs
nothing,nʌθɪŋ
person,pɝsən
today,tədeɪ
today,tʊdeɪ
change,t͡ʃeɪnd͡ʒ
enough,inʌf
everything,ɛvɹiθɪŋ
full,fʊl
live,laɪv
live,lɪv
making,meɪkɪŋ
point,pɔɪnt
read,ɹid
read,ɹɛd
told,toʊld
yet,jɛt
bad,bæd
doesn't,dʌzənt
four,fɔɹ
hard,hɑɹd
mean,miːn
once,wʌnts
support,səpɔɹt
including,ɪnkluːdɪŋ
including,ɪŋkluːdɪŋ
music,mjuzɪk
power,paʊɚ
power,paʊɹ
states,steɪts
stop,stɑp
water,wɑtəɹ
water,wɔtəɹ
based,beɪst
believe,bɪliv
call,kɔl
head,hɛd
men,mɛn
national,næʃnəl
national,næʃənəl
small,smɔl
took,tʊk
white,waɪt
came,keɪm
far,fɑɹ
job,d͡ʒɑb
job,d͡ʒəʊb
side,saɪd
though,ðoʊ
try,tɹaɪ
went,wɛnt
yes,jɛs
actually,ækt͡ʃuəli
actually,ækʃuəli
later,leɪtɚ
less,lɛs
line,laɪn
order,ɔɹdɚ
party,pɑɹti
run,ɹʌn
service,sɝvɪs
country,kʌntɹi
country,kʌntɹɪ
open,oʊpən
season,siːzən
shit,ʃɪt
thank,θæŋk
children,t͡ʃɪldɹən
everyone,ɛvɹiwʌn
general,d͡ʒɛnəɹəl
general,d͡ʒɛnɹəl
they're,ðeɪɚ
they're,ðɛɚ
trying,tɹaɪɪŋ
united,junaɪtɪd
united,juːnaɪtɪd
united,jʊnaɪtɪd
using,juzɪŋ
'd,d
area,ɛɚiə
black,blæk
d,d
d,diː
following,fɑloʊɪŋ
law,lɔ
makes,meɪks
together,təɡɛðɚ
together,tʊɡɛðɚ
war,wɔɹ
whole,hoʊl
car,kɑɹ
face,feɪs
five,faɪv
kind,kaɪnd
maybe,meɪbi
per,pɝ
president,pɹɛzɪdənt
story,stɔɹi
working,wɝkɪŋ
course,koɹs
course,kɔɹs
games,ɡeɪmz
health,hɛlθ
hope,hoʊp
important,ɪmpɔɹtənt
least,list
least,liːst
means,miːnz
news,njuz
within,wɪðɪn
within,wɪθɪn
able,eɪbl̩
able,eɪbəl
book,bʊk
early,ɝli
friends,fɹɛndz
i'll,al
i'll,aɪl
i'll,ɑːl
information,ɪnfɚmeɪʃən
local,loʊkl̩
oh,oʊ
post,poʊst
t,tiː
thanks,ðæŋks
thanks,θæŋks
video,vɪdioʊ
young,jʌŋ
d'or,dɔːɹ
ago,əɡoʊ
others,ʌðɚz
social,soʊʃəl
talk,tɑk
talk,tɔk
talk,tɔʊ̯k
court,kɔɹt
fact,fækt
given,ɡɪvən
guys,ɡaɪz
half,hæf
hand,hænd
isn't,ɪzənt
level,lɛvəl
mind,maɪnd
often,ɑftən
often,ɔftən
single,sɪŋɡəl
become,bikʌm
become,bəkʌm
become,bɪkʌm
body,bɑdi
coming,kʌmɪŋ
control,kəntɹoʊl
death,dɛθ
food,fud
guy,ɡaɪ
hours,aʊɚz
office,ɔfɪs
pay,peɪ
problem,pɹɑbləm
south,saʊθ
true,tɹuː
we're,wɚ
we're,wɛɚ
we're,wɪɚ
we're,wɪɹ
'm,m
'm,m̩
'm,əm
almost,oʊmoʊst
almost,ɑlmoʊst
almost,ɔlmoʊst
fuck,fʌk
history,hɪstəɹi
history,hɪstɹɪ
known,noʊn
large,lɑɹd͡ʒ
lost,lɔst
m,ɛm
research,ɹisɝt͡ʃ
research,ɹɪsɝt͡ʃ
room,ɹum
several,sɛvəɹəl
taking,teɪkɪŋ
university,junɪvɝsəti
university,junɪvɝsɪti
win,wɪn
wrong,ɹɔŋ
along,əlɑŋ
along,əlɔŋ
anyone,æniwʌn
anyone,ɛniwʌn
else,ɛls
else,ɛlts
girl,ɡɝl
girl,ɡɝəl
john,d͡ʒɑn
matter,mætɚ
pretty,pɝti
pretty,pɹɪti
pretty,pɹʊti
remember,mɛmbɚ
remember,ɹɪmbɚ
remember,ɹɪmɛmbɚ
air,ɛɚ
air,ɛɹ
bit,bɪt
friend,fɹɛnd
hit,hɪt
needs,nidz
nice,naɪs
nice,niːs
playing,pleɪɪŋ
probably,pɹɑbli
probably,pɹɑbəbli
probably,pɹɑəbli
saying,seɪɪŋ
understand,ʌndɚstænd
yeah,jæə
yeah,jɛə
york,jɔɹk
york,jɔːɹk
class,kleəs
class,klæs
close,kloʊs
close,kloʊz
comes,kəʊmiːz
comes,kəʊmɪs
comes,kʌmz
i'd,aɪd
idea,aɪdiə
idea,aɪdɪɹ
international,ɪntɚnæʃənəl
looks,lʊks
past,pæst
possible,pɑsəbl̩
wanted,wɑntɪd
'cause,kʌz
cause,kɔz
due,du
happy,hæpi
human,hjumən
human,jumən
members,mɛmbɚz
months,mʌnθs
move,muːv
question,kwɛstjən
question,kwɛst͡ʃən
question,kwɛʃt͡ʃən
r,ɑɹ
series,siɹiz
series,sɪɹiz
wait,weɪt
woman,woʊmən
woman,wʊmən
ask,æsk
community,kəmjunəti
data,deɪtə
data,dætə
late,leɪt
leave,liv
north,noɹθ
north,nɔəθ
north,nɔːɹθ
saw,sɔ
special,spɛʃəl
watch,wɔt͡ʃ
won't,woʊnt
'low,laʊ
either,aɪðɚ
either,iðɚ
fucking,fʊkɪŋ
fucking,fʌkɪn
fucking,fʌkɪŋ
future,fjuːt͡ʃəɹ
light,laɪt
low,loʊ
million,mɪljən
morning,mɔɹnɪŋ
police,pəliːs
short,ʃoɹt
stay,steɪ
taken,teɪkən
age,eɪd͡ʒ
buy,baɪ
deal,diːl
rather,ɹæðɚ
rather,ɹɑðɚ
reason,ɹiːzən
red,ɹɛd
report,ɹɪpɔɹt
soon,sun
third,θɝd
turn,tɝɳ
whether,wɛðəɹ
whether,ʍɛðəɹ
among,əmɒŋ
among,əmʌŋ
check,t͡ʃɛk
development,dɪvɛləpmənt
form,foɹm
further,fɝðɚ
heart,hɑɹt
minutes,mɪnɪts
services,sɝvɪsɪz
yourself,jɔɹsɛlf
yourself,jɚsɛlf
yourself,jʊɹsɛlf
act,ækt
although,ɑlðoʊ
although,ɔlðoʊ
asked,æskt
asked,æst
child,t͡ʃaɪld
fire,faɪəɹ
fun,fʌn
living,lɪvɪŋ
major,meɪd͡ʒəɹ
media,midiə
media,miːdɪə
phone,foʊ̯n
players,pleɪɚz
art,ɑɹt
behind,biːhaɪnd
behind,bəhaɪnd
behind,bɪhaɪnd
building,bɪldɪŋ
easy,izi
gonna,ɡɔnə
gonna,ɡənə
gonna,ɡʌnə
market,mɑɹkət
market,mɑɹkɪt
near,nɪɚ
plan,plæn
political,pəlɪtɪkəl
quite,kwaɪt
six,sɪks
talking,tɔkɪŋ
west,wɛst
works,wɝks
according,əkɔɹdɪŋ
available,əveɪləbəl
education,ɛd͡ʒəkeɪʃən
education,ɛd͡ʒʊkeɪʃən
final,faɪnəl
former,fɔɹmɚ
front,fɹʌnt
kids,kɪdz
list,lɪst
ready,ɹɛdi
sometimes,sʌmtaɪmz
son,sɒn
son,sʌn
street,stɹit
wasn't,wʌzənt
bring,bɹɪŋ
college,kɑlɪd͡ʒ
current,kɝənt
current,kɝɪnt
current,kʌɹənt
example,əɡzæmpəl
example,ɪɡzæmpəl
experience,ɪkspɪɹiəns
heard,hɝd
london,lʌndən
meet,mit
program,pɹoʊɡɹæm
type,taɪp
baby,beɪbi
chance,t͡ʃæns
chance,t͡ʃɑːns
father,fɑðɚ
march,mɑɹt͡ʃ
process,pɹɑsɛs
process,pɹəsɛs
she's,ʃiːz
song,sɑŋ
song,sɔŋ
study,stʌdi
word,wɝd
across,əkɹɔs
action,ækʃən
clear,klɪɹ
gave,ɡeɪv
gets,ɡɛts
gets,ɡɪts
himself,hɪmsɛlf
himself,ɪ̈msɛlf
month,mʌnθ
self,sɛlf
students,studn̩ts
words,wɝdz
board,bɔɹd
cost,kɔst
cut,kʌt
field,fild
held,hɛld
instead,ɪnstɛd
main,meɪn
moment,moʊmənt
mother,mɒθəɹ
mother,mʌðɚ
road,ɹoʊd
seems,siːmz
thinking,θɪŋkɪŋ
town,taʊn
wants,wɑnts
wants,wɔnts
wants,wʌnts
department,dɪpɑɹtmənt
energy,ɛnɚd͡ʒi
fight,faɪt
fine,faɪn
fine,fiːneɪ
force,fɔɹs
hear,hɪɚ
issue,ɪʃju
played,pleɪd
points,pɔɪnts
price,pɹaɪs
re,ɹeɪ
re,ɹiː
rest,ɹɛst
results,ɹɪzʌlts
running,ɹʌniŋ
shows,ʃoʊz
space,speɪs
summer,sʌmɚ
term,tɝm
wife,waɪf
america,əmɛɹɪkə
beautiful,bjutɪfəl
date,deɪt
goes,ɡoʊz
land,lænd
miss,mɪs
project,pɹɑd͡ʒɛkt
project,pɹɑd͡ʒɪ̈kt
project,pɹəd͡ʒɛkt
sex,sɛks
shot,ʃɑt
site,saɪt
strong,stɹɔŋ
account,əkaʊnt
co,koʊ
especially,əspɛʃəli
especially,ɛspɛʃəli
especially,ɪspɛʃəli
eyes,aɪz
include,ɪnkluːd
june,d͡ʒjuːn
june,d͡ʒuːn
parents,pæɹənts
parents,pɛɹənts
period,pɪɚiəd
period,pɪɹiəd
position,pəzɪʃən
record,ɹɛkɔːɹd
record,ɹɛkɚd
record,ɹɪkɔɹd
similar,sɪməlɚ
total,toʊtəl
w,dʌb
w,dʌbjə
w,dʌbəlju
above,əbʌv
club,klʌb
common,kɑmən
died,daɪd
film,fɪlm
happened,hæpənd
knew,njuʊ̯
knew,njuː
lead,lid
lead,lɛd
likely,laɪkli
military,mɪlɪtɛɹi
perfect,pɚfɛkt
perfect,pɝfɪkt
personal,pɝsnəl
personal,pɝsənəl
security,səkjɔɹɪti
security,səkjʊɹɪti
share,ʃɛɚ
tv,tiːviː
what's,wɑts
what's,wʌts
what's,ʍɑts
what's,ʍʌts
won,wɑn
won,wʌn
april,eɪpɹəl
center,sɛntɚ
county,kaʊnti
couple,kʌpəl
dead,dɛd
english,ɪŋlɪʃ
english,ɪŋɡlɪʃ
happen,hæpən
hold,hoʊld
industry,ɪndəstɹi
inside,ɪnsaɪd
online,ɒnlaɪn
player,pleɪɚ
private,pɹaɪvət
private,pɹaɪvɪt
problems,pɹɑbləmz
return,ɹɪtɝn
rights,ɹaɪts
sense,sɛnts
star,stɑɹ
test,tɛst
view,vjuː
weeks,wiːks
break,bɹeɪk
british,bɹɪtɪʃ
companies,kʌmpəniz
event,əvɛnt
event,ɪvɛnt
higher,haɪɚ
higher,haɪɹ
hour,aʊɚ
l,l
l,ɛl
member,mɛmbɚ
middle,mɪdəl
needed,nidɪd
present,pɹɛzənt
present,pɹɪzɛnt
result,ɹɪzʌlt
sorry,sɑɹi
sorry,sɔɹi
takes,teɪks
training,tɹeɪnɪŋ
wish,wɪʃ
wouldn't,wʊdn̩t
wouldn't,wʊnt
answer,ænsɚ
boy,bɔɪ
design,dɪzaɪn
finally,faɪnli
finally,faɪnəli
girls,ɡɝlz
gold,ɡoʊld
gone,ɡɔn
guess,ɡɛs
interest,ɪntəɹst
interest,ɪntəɹəst
interest,ɪntəɹɛst
interest,ɪntɹəst
interest,ɪntɹɛst
july,d͡ʒulaɪ
july,d͡ʒəlaɪ
king,kiŋ
king,kiːŋ
king,kɪŋ
learn,lɝn
policy,pɑləsi
society,səsaɪəti
added,ædəd
added,ædɪd
al,æl
al,ɑːl
alone,əloʊn
average,ævəɹɪd͡ʒ
average,ævɹɪd͡ʒ
bank,bæŋk
brought,bɹɔt
certain,sɝtn̩
certain,sɝʔn̩
church,t͡ʃɝt͡ʃ
east,iːst
hands,hændz
hot,hɑt
let's,lɛts
longer,lɔŋɡɚ
medical,mɛdɪkl̩
movie,muːvi
original,əɹɪd͡ʒnəl
original,əɹɪd͡ʒənəl
original,əɹɪd͡ʒɪnəl
park,pɑɹk
performance,pəɹfɔɹməns
press,pɹɛs
received,ɹɪsiːvd
role,ɹol
role,ɹoʊl
sent,sɛnt
themselves,ðəmsɛlvz
themselves,ðɛmsɛlvz
tried,tɹaɪd
worked,wɝkt
worth,wɝθ
'n,n
'n',ən
became,bɪkeɪm
bill,bɪl
books,bʊks
cool,kul
director,daɪɹɛktɚ
director,dɪɹɛktɚ
exactly,ɪɡzæktli
giving,ɡɪvɪŋ
ground,ɡɹaʊnd
meeting,mitɪŋ
n,ɛn
provide,pɹəvaɪd
questions,kwɛst͡ʃənz
relationship,ɹɪleɪʃənʃɪp
september,səptɛmbəɹ
september,sɛptɛmbəɹ
sound,saʊnd
source,sɔɹs
usually,juːʒʊəli
value,væljuː
d'oh,doʊʔ
evidence,ɛvədəns
evidence,ɛvɪdəns
follow,fɑloʊ
lives,laɪvz
lives,lɪvz
official,əfɪʃəl
ok,oʊkeɪ
production,pɹədʌkʃən
rate,ɹeɪt
reading,ɹidiŋ
reading,ɹiːdɪŋ
reading,ɹɛdɪŋ
round,ɹaʊnd
save,seɪv
stand,stænd
stuff,stʌf
tax,tæks
whatever,wəɾɛvɚ
whatever,wʌtɛvɚ
amount,əmaʊnt
blue,blu
blue,bluː
countries,kʌntɹiz
david,deɪvɪd
drive,dɹaɪv
eat,it
fall,fɔl
fast,fæst
